run_id,N_params_B,D_tokens_B,C_FLOPs_1e21,steps,batch_tokens_M,lr,wd,precision,train_loss,val_loss,ppl
cerebras_0.256B,0.256,1376.0,2.11388,96000,14.3,0.0006,0.1,bf16,3.4287,3.3874,29.59
cerebras_0.256B,0.256,1391.0,2.135899,97000,14.3,0.0006,0.1,bf16,3.4159,3.3943,29.79
cerebras_0.256B,0.256,1405.0,2.157919,98000,14.3,0.0006,0.1,bf16,3.3943,3.3771,29.29
cerebras_0.256B,0.256,1419.0,2.179938,99000,14.3,0.0006,0.1,bf16,3.3944,3.3765,29.27
cerebras_0.256B,0.256,1434.0,2.201958,100000,14.3,0.0006,0.1,bf16,3.3912,3.3878,29.6
cerebras_0.256B,0.256,1448.0,2.223978,101000,14.3,0.0006,0.1,bf16,3.3979,3.3819,29.43
cerebras_0.256B,0.256,1462.0,2.245997,102000,14.3,0.0006,0.1,bf16,3.369,3.3554,28.66
cerebras_0.256B,0.256,1477.0,2.268017,103000,14.3,0.0006,0.1,bf16,3.3965,3.3631,28.88
cerebras_0.256B,0.256,1491.0,2.290036,104000,14.3,0.0006,0.1,bf16,3.3894,3.3544,28.63
cerebras_0.256B,0.256,1505.0,2.312056,105000,14.3,0.0006,0.1,bf16,3.3869,3.3525,28.57
cerebras_0.256B,0.256,1520.0,2.334076,106000,14.3,0.0006,0.1,bf16,3.3954,3.3526,28.58
cerebras_0.256B,0.256,1534.0,2.356095,107000,14.3,0.0006,0.1,bf16,3.3786,3.361,28.82
cerebras_0.256B,0.256,1548.0,2.378115,108000,14.3,0.0006,0.1,bf16,3.3891,3.3674,29.0
cerebras_0.256B,0.256,1563.0,2.400134,109000,14.3,0.0006,0.1,bf16,3.3525,3.3355,28.09
cerebras_0.256B,0.256,1577.0,2.422154,110000,14.3,0.0006,0.1,bf16,3.3381,3.3305,27.95
cerebras_0.256B,0.256,1591.0,2.444173,111000,14.3,0.0006,0.1,bf16,3.3737,3.3512,28.54
cerebras_0.256B,0.256,1606.0,2.466193,112000,14.3,0.0006,0.1,bf16,3.3556,3.3308,27.96
cerebras_0.256B,0.256,1620.0,2.488213,113000,14.3,0.0006,0.1,bf16,3.3511,3.3283,27.89
cerebras_0.256B,0.256,1634.0,2.510232,114000,14.3,0.0006,0.1,bf16,3.3653,3.3361,28.11
cerebras_0.256B,0.256,1649.0,2.532252,115000,14.3,0.0006,0.1,bf16,3.3298,3.3048,27.24
cerebras_0.256B,0.256,1663.0,2.554271,116000,14.3,0.0006,0.1,bf16,3.3759,3.3424,28.29
cerebras_0.256B,0.256,1677.0,2.576291,117000,14.3,0.0006,0.1,bf16,3.3543,3.3341,28.05
cerebras_0.256B,0.256,1692.0,2.59831,118000,14.3,0.0006,0.1,bf16,3.3223,3.322,27.72
cerebras_0.256B,0.256,1706.0,2.62033,119000,14.3,0.0006,0.1,bf16,3.3292,3.3125,27.46
cerebras_0.256B,0.256,1720.0,2.64235,120000,14.3,0.0006,0.1,bf16,3.3057,3.3037,27.21
cerebras_0.256B,0.256,1735.0,2.664369,121000,14.3,0.0006,0.1,bf16,3.3119,3.3082,27.34
cerebras_0.256B,0.256,1749.0,2.686389,122000,14.3,0.0006,0.1,bf16,3.3155,3.3115,27.43
cerebras_0.256B,0.256,1763.0,2.708408,123000,14.3,0.0006,0.1,bf16,3.3261,3.3132,27.47
cerebras_0.256B,0.256,1778.0,2.730428,124000,14.3,0.0006,0.1,bf16,3.3166,3.2992,27.09
cerebras_0.256B,0.256,1792.0,2.752448,125000,14.3,0.0006,0.1,bf16,3.3229,3.3009,27.14
cerebras_0.256B,0.256,1806.0,2.774467,126000,14.3,0.0006,0.1,bf16,3.3192,3.3012,27.15
cerebras_0.256B,0.256,1821.0,2.796487,127000,14.3,0.0006,0.1,bf16,3.3079,3.2955,26.99
cerebras_0.256B,0.256,1835.0,2.818506,128000,14.3,0.0006,0.1,bf16,3.3176,3.3021,27.17
cerebras_0.256B,0.256,1849.0,2.840526,129000,14.3,0.0006,0.1,bf16,3.2907,3.2739,26.41
cerebras_0.256B,0.256,1864.0,2.862545,130000,14.3,0.0006,0.1,bf16,3.319,3.2907,26.86
cerebras_0.256B,0.256,1878.0,2.884565,131000,14.3,0.0006,0.1,bf16,3.3519,3.307,27.3
cerebras_0.256B,0.256,1892.0,2.906585,132000,14.3,0.0006,0.1,bf16,3.3117,3.2841,26.69
cerebras_0.256B,0.256,1907.0,2.928604,133000,14.3,0.0006,0.1,bf16,3.2968,3.295,26.98
cerebras_0.256B,0.256,1921.0,2.950624,134000,14.3,0.0006,0.1,bf16,3.2648,3.2658,26.2
cerebras_0.256B,0.256,1935.0,2.972643,135000,14.3,0.0006,0.1,bf16,3.2972,3.284,26.68
cerebras_0.256B,0.256,1950.0,2.994663,136000,14.3,0.0006,0.1,bf16,3.3096,3.2939,26.95
cerebras_0.256B,0.256,1964.0,3.016683,137000,14.3,0.0006,0.1,bf16,3.319,3.2928,26.92
cerebras_0.256B,0.256,1978.0,3.038702,138000,14.3,0.0006,0.1,bf16,3.2952,3.2982,27.06
cerebras_0.256B,0.256,1993.0,3.060722,139000,14.3,0.0006,0.1,bf16,3.3004,3.2843,26.69
cerebras_0.256B,0.256,2007.0,3.082741,140000,14.3,0.0006,0.1,bf16,3.3025,3.2764,26.48
cerebras_0.256B,0.256,2021.0,3.104761,141000,14.3,0.0006,0.1,bf16,3.2737,3.2644,26.16
cerebras_0.256B,0.256,2036.0,3.12678,142000,14.3,0.0006,0.1,bf16,3.3085,3.2838,26.68
cerebras_0.256B,0.256,2050.0,3.1488,143000,14.3,0.0006,0.1,bf16,3.3127,3.2779,26.52
cerebras_0.256B,0.256,2050.0,3.1488,144000,14.3,0.0006,0.1,bf16,3.3175,3.2937,26.94
cerebras_0.256B,0.256,2050.0,3.1488,145000,14.3,0.0006,0.1,bf16,3.2822,3.2596,26.04
cerebras_0.256B,0.256,2050.0,3.1488,146000,14.3,0.0006,0.1,bf16,3.2943,3.2787,26.54
cerebras_0.256B,0.256,2050.0,3.1488,147000,14.3,0.0006,0.1,bf16,3.2595,3.2598,26.04
cerebras_0.59B,0.59,14.0,0.050748,1000,14.3,0.0006,0.1,bf16,6.2062,6.1868,486.29
cerebras_0.59B,0.59,29.0,0.101497,2000,14.3,0.0006,0.1,bf16,5.4861,5.4588,234.82
cerebras_0.59B,0.59,43.0,0.152245,3000,14.3,0.0006,0.1,bf16,5.1325,5.1068,165.14
cerebras_0.59B,0.59,57.0,0.202993,4000,14.3,0.0006,0.1,bf16,4.9491,4.9172,136.63
cerebras_0.59B,0.59,72.0,0.253741,5000,14.3,0.0006,0.1,bf16,4.7306,4.7094,110.99
cerebras_0.59B,0.59,86.0,0.30449,6000,14.3,0.0006,0.1,bf16,4.5936,4.5718,96.72
cerebras_0.59B,0.59,100.0,0.355238,7000,14.3,0.0006,0.1,bf16,4.4819,4.4608,86.56
cerebras_0.59B,0.59,115.0,0.405986,8000,14.3,0.0006,0.1,bf16,4.395,4.3643,78.6
cerebras_0.59B,0.59,129.0,0.456734,9000,14.3,0.0006,0.1,bf16,4.351,4.3373,76.5
cerebras_0.59B,0.59,143.0,0.507483,10000,14.3,0.0006,0.1,bf16,4.2447,4.236,69.13
cerebras_0.59B,0.59,158.0,0.558231,11000,14.3,0.0006,0.1,bf16,4.227,4.2008,66.74
cerebras_0.59B,0.59,172.0,0.608979,12000,14.3,0.0006,0.1,bf16,4.1543,4.1554,63.78
cerebras_0.59B,0.59,186.0,0.659727,13000,14.3,0.0006,0.1,bf16,4.1336,4.1158,61.3
cerebras_0.59B,0.59,201.0,0.710476,14000,14.3,0.0006,0.1,bf16,4.11,4.0707,58.6
cerebras_0.59B,0.59,215.0,0.761224,15000,14.3,0.0006,0.1,bf16,4.0413,4.0159,55.47
cerebras_0.59B,0.59,229.0,0.811972,16000,14.3,0.0006,0.1,bf16,3.9988,3.9816,53.6
cerebras_0.59B,0.59,244.0,0.86272,17000,14.3,0.0006,0.1,bf16,3.9912,3.9734,53.17
cerebras_0.59B,0.59,258.0,0.913469,18000,14.3,0.0006,0.1,bf16,3.9634,3.9364,51.24
cerebras_0.59B,0.59,272.0,0.964217,19000,14.3,0.0006,0.1,bf16,3.9558,3.9147,50.14
cerebras_0.59B,0.59,287.0,1.014965,20000,14.3,0.0006,0.1,bf16,3.9116,3.881,48.47
cerebras_0.59B,0.59,301.0,1.065713,21000,14.3,0.0006,0.1,bf16,3.8955,3.8696,47.92
cerebras_0.59B,0.59,315.0,1.116462,22000,14.3,0.0006,0.1,bf16,3.8511,3.8147,45.36
cerebras_0.59B,0.59,330.0,1.16721,23000,14.3,0.0006,0.1,bf16,3.845,3.8084,45.08
cerebras_0.59B,0.59,344.0,1.217958,24000,14.3,0.0006,0.1,bf16,3.7887,3.7529,42.65
cerebras_0.59B,0.59,358.0,1.268706,25000,14.3,0.0006,0.1,bf16,3.7949,3.7741,43.56
cerebras_0.59B,0.59,373.0,1.319455,26000,14.3,0.0006,0.1,bf16,3.7926,3.7599,42.95
cerebras_0.59B,0.59,387.0,1.370203,27000,14.3,0.0006,0.1,bf16,3.7702,3.7409,42.14
cerebras_0.59B,0.59,401.0,1.420951,28000,14.3,0.0006,0.1,bf16,3.7136,3.7052,40.66
cerebras_0.59B,0.59,416.0,1.471699,29000,14.3,0.0006,0.1,bf16,3.7141,3.6802,39.65
cerebras_0.59B,0.59,430.0,1.522448,30000,14.3,0.0006,0.1,bf16,3.696,3.6808,39.68
cerebras_0.59B,0.59,444.0,1.573196,31000,14.3,0.0006,0.1,bf16,3.699,3.6708,39.28
cerebras_0.59B,0.59,459.0,1.623944,32000,14.3,0.0006,0.1,bf16,3.6643,3.6435,38.22
cerebras_0.59B,0.59,473.0,1.674692,33000,14.3,0.0006,0.1,bf16,3.6733,3.6593,38.84
cerebras_0.59B,0.59,487.0,1.725441,34000,14.3,0.0006,0.1,bf16,3.6847,3.655,38.67
cerebras_0.59B,0.59,502.0,1.776189,35000,14.3,0.0006,0.1,bf16,3.6395,3.6134,37.09
cerebras_0.59B,0.59,516.0,1.826937,36000,14.3,0.0006,0.1,bf16,3.6272,3.606,36.82
cerebras_0.59B,0.59,530.0,1.877685,37000,14.3,0.0006,0.1,bf16,3.611,3.5918,36.3
cerebras_0.59B,0.59,545.0,1.928434,38000,14.3,0.0006,0.1,bf16,3.599,3.5857,36.08
cerebras_0.59B,0.59,559.0,1.979182,39000,14.3,0.0006,0.1,bf16,3.6007,3.5691,35.49
cerebras_0.59B,0.59,573.0,2.02993,40000,14.3,0.0006,0.1,bf16,3.6036,3.5612,35.21
cerebras_0.59B,0.59,588.0,2.080678,41000,14.3,0.0006,0.1,bf16,3.5782,3.5612,35.21
cerebras_0.59B,0.59,602.0,2.131427,42000,14.3,0.0006,0.1,bf16,3.5554,3.5417,34.52
cerebras_0.59B,0.59,616.0,2.182175,43000,14.3,0.0006,0.1,bf16,3.5579,3.5382,34.4
cerebras_0.59B,0.59,631.0,2.232923,44000,14.3,0.0006,0.1,bf16,3.5533,3.5235,33.9
cerebras_0.59B,0.59,645.0,2.283671,45000,14.3,0.0006,0.1,bf16,3.5265,3.5094,33.43
cerebras_0.59B,0.59,659.0,2.33442,46000,14.3,0.0006,0.1,bf16,3.5195,3.5001,33.12
cerebras_0.59B,0.59,674.0,2.385168,47000,14.3,0.0006,0.1,bf16,3.518,3.4975,33.03
cerebras_0.59B,0.59,688.0,2.435916,48000,14.3,0.0006,0.1,bf16,3.5313,3.4997,33.1
cerebras_0.59B,0.59,702.0,2.486664,49000,14.3,0.0006,0.1,bf16,3.5042,3.4954,32.96
cerebras_0.59B,0.59,717.0,2.537413,50000,14.3,0.0006,0.1,bf16,3.5004,3.4807,32.48
cerebras_0.59B,0.59,731.0,2.588161,51000,14.3,0.0006,0.1,bf16,3.4747,3.4671,32.04
cerebras_0.59B,0.59,745.0,2.638909,52000,14.3,0.0006,0.1,bf16,3.4867,3.4797,32.45
cerebras_0.59B,0.59,760.0,2.689657,53000,14.3,0.0006,0.1,bf16,3.4746,3.4497,31.49
cerebras_0.59B,0.59,774.0,2.740406,54000,14.3,0.0006,0.1,bf16,3.4595,3.4467,31.4
cerebras_0.59B,0.59,788.0,2.791154,55000,14.3,0.0006,0.1,bf16,3.4838,3.4478,31.43
cerebras_0.59B,0.59,803.0,2.841902,56000,14.3,0.0006,0.1,bf16,3.4497,3.4278,30.81
cerebras_0.59B,0.59,817.0,2.89265,57000,14.3,0.0006,0.1,bf16,3.427,3.4083,30.21
cerebras_0.59B,0.59,831.0,2.943399,58000,14.3,0.0006,0.1,bf16,3.4456,3.4244,30.7
cerebras_0.59B,0.59,846.0,2.994147,59000,14.3,0.0006,0.1,bf16,3.4121,3.4009,29.99
cerebras_0.59B,0.59,860.0,3.044895,60000,14.3,0.0006,0.1,bf16,3.4247,3.4062,30.15
cerebras_0.59B,0.59,874.0,3.095643,61000,14.3,0.0006,0.1,bf16,3.428,3.4045,30.1
cerebras_0.59B,0.59,889.0,3.146392,62000,14.3,0.0006,0.1,bf16,3.4031,3.3934,29.77
cerebras_0.59B,0.59,903.0,3.19714,63000,14.3,0.0006,0.1,bf16,3.4273,3.3985,29.92
cerebras_0.59B,0.59,917.0,3.247888,64000,14.3,0.0006,0.1,bf16,3.409,3.3848,29.51
cerebras_0.59B,0.59,932.0,3.298636,65000,14.3,0.0006,0.1,bf16,3.4325,3.3843,29.5
cerebras_0.59B,0.59,946.0,3.349385,66000,14.3,0.0006,0.1,bf16,3.4031,3.3828,29.45
cerebras_0.59B,0.59,960.0,3.400133,67000,14.3,0.0006,0.1,bf16,3.3664,3.3547,28.64
cerebras_0.59B,0.59,975.0,3.450881,68000,14.3,0.0006,0.1,bf16,3.3784,3.3613,28.83
cerebras_0.59B,0.59,989.0,3.501629,69000,14.3,0.0006,0.1,bf16,3.377,3.3545,28.63
cerebras_0.59B,0.59,1003.0,3.552378,70000,14.3,0.0006,0.1,bf16,3.379,3.3493,28.48
cerebras_0.59B,0.59,1018.0,3.603126,71000,14.3,0.0006,0.1,bf16,3.3787,3.3408,28.24
cerebras_0.59B,0.59,1032.0,3.653874,72000,14.3,0.0006,0.1,bf16,3.3855,3.3703,29.09
cerebras_0.59B,0.59,1047.0,3.704622,73000,14.3,0.0006,0.1,bf16,3.3605,3.3317,27.99
cerebras_0.59B,0.59,1061.0,3.755371,74000,14.3,0.0006,0.1,bf16,3.3678,3.3423,28.28
cerebras_0.59B,0.59,1075.0,3.806119,75000,14.3,0.0006,0.1,bf16,3.3452,3.3376,28.15
cerebras_0.59B,0.59,1090.0,3.856867,76000,14.3,0.0006,0.1,bf16,3.3435,3.3177,27.6
cerebras_0.59B,0.59,1104.0,3.907615,77000,14.3,0.0006,0.1,bf16,3.3462,3.323,27.74
cerebras_0.59B,0.59,1118.0,3.958364,78000,14.3,0.0006,0.1,bf16,3.3201,3.3145,27.51
cerebras_0.59B,0.59,1133.0,4.009112,79000,14.3,0.0006,0.1,bf16,3.3433,3.3082,27.34
cerebras_0.59B,0.59,1147.0,4.05986,80000,14.3,0.0006,0.1,bf16,3.3319,3.302,27.17
cerebras_0.59B,0.59,1161.0,4.110608,81000,14.3,0.0006,0.1,bf16,3.3283,3.2986,27.07
cerebras_0.59B,0.59,1176.0,4.161357,82000,14.3,0.0006,0.1,bf16,3.326,3.3141,27.5
cerebras_0.59B,0.59,1190.0,4.212105,83000,14.3,0.0006,0.1,bf16,3.3022,3.301,27.14
cerebras_0.59B,0.59,1204.0,4.262853,84000,14.3,0.0006,0.1,bf16,3.2996,3.2799,26.57
cerebras_0.59B,0.59,1219.0,4.313601,85000,14.3,0.0006,0.1,bf16,3.3134,3.2931,26.93
cerebras_0.59B,0.59,1233.0,4.36435,86000,14.3,0.0006,0.1,bf16,3.3118,3.2857,26.73
cerebras_0.59B,0.59,1247.0,4.415098,87000,14.3,0.0006,0.1,bf16,3.3067,3.2804,26.59
cerebras_0.59B,0.59,1262.0,4.465846,88000,14.3,0.0006,0.1,bf16,3.3037,3.2861,26.74
cerebras_0.59B,0.59,1276.0,4.516594,89000,14.3,0.0006,0.1,bf16,3.2681,3.2593,26.03
cerebras_0.59B,0.59,1290.0,4.567343,90000,14.3,0.0006,0.1,bf16,3.2635,3.2627,26.12
cerebras_0.59B,0.59,1305.0,4.618091,91000,14.3,0.0006,0.1,bf16,3.3049,3.271,26.34
cerebras_0.59B,0.59,1319.0,4.668839,92000,14.3,0.0006,0.1,bf16,3.2637,3.255,25.92
cerebras_0.59B,0.59,1333.0,4.719587,93000,14.3,0.0006,0.1,bf16,3.2943,3.2751,26.45
cerebras_0.59B,0.59,1348.0,4.770336,94000,14.3,0.0006,0.1,bf16,3.2839,3.2562,25.95
cerebras_0.59B,0.59,1362.0,4.821084,95000,14.3,0.0006,0.1,bf16,3.2713,3.2515,25.83
cerebras_0.59B,0.59,1376.0,4.871832,96000,14.3,0.0006,0.1,bf16,3.2713,3.2527,25.86
cerebras_0.59B,0.59,1391.0,4.92258,97000,14.3,0.0006,0.1,bf16,3.249,3.2404,25.54
cerebras_0.59B,0.59,1405.0,4.973329,98000,14.3,0.0006,0.1,bf16,3.2531,3.2433,25.62
cerebras_0.59B,0.59,1419.0,5.024077,99000,14.3,0.0006,0.1,bf16,3.2727,3.2329,25.35
cerebras_0.59B,0.59,1434.0,5.074825,100000,14.3,0.0006,0.1,bf16,3.2699,3.2286,25.24
cerebras_0.59B,0.59,1448.0,5.125573,101000,14.3,0.0006,0.1,bf16,3.2723,3.2389,25.51
cerebras_0.59B,0.59,1462.0,5.176322,102000,14.3,0.0006,0.1,bf16,3.2368,3.2335,25.37
cerebras_0.59B,0.59,1477.0,5.22707,103000,14.3,0.0006,0.1,bf16,3.2309,3.2243,25.14
cerebras_0.59B,0.59,1491.0,5.277818,104000,14.3,0.0006,0.1,bf16,3.2525,3.2167,24.95
cerebras_0.59B,0.59,1505.0,5.328566,105000,14.3,0.0006,0.1,bf16,3.2292,3.2187,25.0
cerebras_0.59B,0.59,1520.0,5.379315,106000,14.3,0.0006,0.1,bf16,3.237,3.2169,24.95
cerebras_0.59B,0.59,1534.0,5.430063,107000,14.3,0.0006,0.1,bf16,3.2522,3.2201,25.03
cerebras_0.59B,0.59,1548.0,5.480811,108000,14.3,0.0006,0.1,bf16,3.2118,3.2002,24.54
cerebras_0.59B,0.59,1563.0,5.531559,109000,14.3,0.0006,0.1,bf16,3.227,3.1932,24.37
cerebras_0.59B,0.59,1577.0,5.582308,110000,14.3,0.0006,0.1,bf16,3.2442,3.228,25.23
cerebras_0.59B,0.59,1591.0,5.633056,111000,14.3,0.0006,0.1,bf16,3.2182,3.2009,24.55
cerebras_0.59B,0.59,1606.0,5.683804,112000,14.3,0.0006,0.1,bf16,3.2138,3.1972,24.46
cerebras_0.59B,0.59,1620.0,5.734552,113000,14.3,0.0006,0.1,bf16,3.2249,3.1994,24.52
cerebras_0.59B,0.59,1634.0,5.785301,114000,14.3,0.0006,0.1,bf16,3.2207,3.2034,24.62
cerebras_0.59B,0.59,1649.0,5.836049,115000,14.3,0.0006,0.1,bf16,3.2073,3.1978,24.48
cerebras_0.59B,0.59,1663.0,5.886797,116000,14.3,0.0006,0.1,bf16,3.2162,3.1835,24.13
cerebras_0.59B,0.59,1677.0,5.937545,117000,14.3,0.0006,0.1,bf16,3.1814,3.175,23.93
cerebras_0.59B,0.59,1692.0,5.988294,118000,14.3,0.0006,0.1,bf16,3.1917,3.1745,23.92
cerebras_0.59B,0.59,1706.0,6.039042,119000,14.3,0.0006,0.1,bf16,3.2077,3.1884,24.25
cerebras_0.59B,0.59,1720.0,6.08979,120000,14.3,0.0006,0.1,bf16,3.2222,3.1934,24.37
cerebras_0.59B,0.59,1735.0,6.140538,121000,14.3,0.0006,0.1,bf16,3.2136,3.179,24.02
cerebras_0.59B,0.59,1749.0,6.191287,122000,14.3,0.0006,0.1,bf16,3.1656,3.1705,23.82
cerebras_0.59B,0.59,1763.0,6.242035,123000,14.3,0.0006,0.1,bf16,3.1971,3.1772,23.98
cerebras_0.59B,0.59,1778.0,6.292783,124000,14.3,0.0006,0.1,bf16,3.2222,3.1876,24.23
cerebras_0.59B,0.59,1792.0,6.343531,125000,14.3,0.0006,0.1,bf16,3.1825,3.1692,23.79
cerebras_0.59B,0.59,1806.0,6.39428,126000,14.3,0.0006,0.1,bf16,3.2052,3.1824,24.1
cerebras_0.59B,0.59,1821.0,6.445028,127000,14.3,0.0006,0.1,bf16,3.2007,3.1829,24.12
cerebras_0.59B,0.59,1835.0,6.495776,128000,14.3,0.0006,0.1,bf16,3.1837,3.1523,23.39
cerebras_0.59B,0.59,1849.0,6.546524,129000,14.3,0.0006,0.1,bf16,3.1771,3.1565,23.49
cerebras_0.59B,0.59,1864.0,6.597273,130000,14.3,0.0006,0.1,bf16,3.1924,3.1721,23.86
cerebras_0.59B,0.59,1878.0,6.648021,131000,14.3,0.0006,0.1,bf16,3.1725,3.1519,23.38
cerebras_0.59B,0.59,1892.0,6.698769,132000,14.3,0.0006,0.1,bf16,3.1636,3.1457,23.24
cerebras_0.59B,0.59,1907.0,6.749517,133000,14.3,0.0006,0.1,bf16,3.1725,3.15,23.34
cerebras_0.59B,0.59,1921.0,6.800266,134000,14.3,0.0006,0.1,bf16,3.1435,3.1455,23.23
cerebras_0.59B,0.59,1935.0,6.851014,135000,14.3,0.0006,0.1,bf16,3.2021,3.146,23.24
cerebras_0.59B,0.59,1950.0,6.901762,136000,14.3,0.0006,0.1,bf16,3.1631,3.1423,23.16
cerebras_0.59B,0.59,1964.0,6.95251,137000,14.3,0.0006,0.1,bf16,3.1727,3.1423,23.16
cerebras_0.59B,0.59,1978.0,7.003259,138000,14.3,0.0006,0.1,bf16,3.1732,3.1537,23.42
cerebras_0.59B,0.59,1993.0,7.054007,139000,14.3,0.0006,0.1,bf16,3.1643,3.1461,23.25
cerebras_0.59B,0.59,2007.0,7.104755,140000,14.3,0.0006,0.1,bf16,3.1577,3.1269,22.8
cerebras_0.59B,0.59,2021.0,7.155503,141000,14.3,0.0006,0.1,bf16,3.1561,3.1323,22.93
cerebras_0.59B,0.59,2036.0,7.206252,142000,14.3,0.0006,0.1,bf16,3.1739,3.1495,23.32
cerebras_0.59B,0.59,2050.0,7.257,143000,14.3,0.0006,0.1,bf16,3.1437,3.1126,22.48
cerebras_0.59B,0.59,2050.0,7.257,144000,14.3,0.0006,0.1,bf16,3.1291,3.1164,22.56
cerebras_0.59B,0.59,2050.0,7.257,145000,14.3,0.0006,0.1,bf16,3.1516,3.1376,23.05
cerebras_0.59B,0.59,2050.0,7.257,146000,14.3,0.0006,0.1,bf16,3.1444,3.1288,22.85
cerebras_0.59B,0.59,2050.0,7.257,147000,14.3,0.0006,0.1,bf16,3.1592,3.1422,23.16
cerebras_1.3B,1.3,14.0,0.111818,1000,14.3,0.0006,0.1,bf16,6.107,6.0969,444.46
cerebras_1.3B,1.3,29.0,0.223636,2000,14.3,0.0006,0.1,bf16,5.4182,5.3885,218.88
cerebras_1.3B,1.3,43.0,0.335455,3000,14.3,0.0006,0.1,bf16,5.0371,5.0169,150.95
cerebras_1.3B,1.3,57.0,0.447273,4000,14.3,0.0006,0.1,bf16,4.8112,4.7769,118.74
cerebras_1.3B,1.3,72.0,0.559091,5000,14.3,0.0006,0.1,bf16,4.6194,4.6097,100.45
cerebras_1.3B,1.3,86.0,0.670909,6000,14.3,0.0006,0.1,bf16,4.4901,4.4793,88.17
cerebras_1.3B,1.3,100.0,0.782727,7000,14.3,0.0006,0.1,bf16,4.3828,4.3778,79.66
cerebras_1.3B,1.3,115.0,0.894545,8000,14.3,0.0006,0.1,bf16,4.3205,4.2916,73.08
cerebras_1.3B,1.3,129.0,1.006364,9000,14.3,0.0006,0.1,bf16,4.2551,4.227,68.51
cerebras_1.3B,1.3,143.0,1.118182,10000,14.3,0.0006,0.1,bf16,4.1818,4.1514,63.52
cerebras_1.3B,1.3,158.0,1.23,11000,14.3,0.0006,0.1,bf16,4.1294,4.1002,60.35
cerebras_1.3B,1.3,172.0,1.341818,12000,14.3,0.0006,0.1,bf16,4.0472,4.0331,56.44
cerebras_1.3B,1.3,186.0,1.453636,13000,14.3,0.0006,0.1,bf16,4.0076,3.9819,53.62
cerebras_1.3B,1.3,201.0,1.565455,14000,14.3,0.0006,0.1,bf16,4.0063,3.9704,53.01
cerebras_1.3B,1.3,215.0,1.677273,15000,14.3,0.0006,0.1,bf16,3.944,3.905,49.65
cerebras_1.3B,1.3,229.0,1.789091,16000,14.3,0.0006,0.1,bf16,3.8817,3.8784,48.35
cerebras_1.3B,1.3,244.0,1.900909,17000,14.3,0.0006,0.1,bf16,3.8879,3.8654,47.72
cerebras_1.3B,1.3,258.0,2.012727,18000,14.3,0.0006,0.1,bf16,3.8109,3.8059,44.97
cerebras_1.3B,1.3,272.0,2.124545,19000,14.3,0.0006,0.1,bf16,3.7953,3.7907,44.29
cerebras_1.3B,1.3,287.0,2.236364,20000,14.3,0.0006,0.1,bf16,3.8159,3.772,43.47
cerebras_1.3B,1.3,301.0,2.348182,21000,14.3,0.0006,0.1,bf16,3.7812,3.7751,43.6
cerebras_1.3B,1.3,315.0,2.46,22000,14.3,0.0006,0.1,bf16,3.7489,3.7297,41.67
cerebras_1.3B,1.3,330.0,2.571818,23000,14.3,0.0006,0.1,bf16,3.6913,3.6846,39.83
cerebras_1.3B,1.3,344.0,2.683636,24000,14.3,0.0006,0.1,bf16,3.681,3.6748,39.44
cerebras_1.3B,1.3,358.0,2.795455,25000,14.3,0.0006,0.1,bf16,3.6838,3.6764,39.5
cerebras_1.3B,1.3,373.0,2.907273,26000,14.3,0.0006,0.1,bf16,3.6755,3.6422,38.18
cerebras_1.3B,1.3,387.0,3.019091,27000,14.3,0.0006,0.1,bf16,3.6458,3.625,37.52
cerebras_1.3B,1.3,401.0,3.130909,28000,14.3,0.0006,0.1,bf16,3.6341,3.6149,37.15
cerebras_1.3B,1.3,416.0,3.242727,29000,14.3,0.0006,0.1,bf16,3.6118,3.6031,36.71
cerebras_1.3B,1.3,430.0,3.354545,30000,14.3,0.0006,0.1,bf16,3.6089,3.6046,36.77
cerebras_1.3B,1.3,444.0,3.466364,31000,14.3,0.0006,0.1,bf16,3.5886,3.573,35.62
cerebras_1.3B,1.3,459.0,3.578182,32000,14.3,0.0006,0.1,bf16,3.588,3.5631,35.27
cerebras_1.3B,1.3,473.0,3.69,33000,14.3,0.0006,0.1,bf16,3.5424,3.5374,34.38
cerebras_1.3B,1.3,487.0,3.801818,34000,14.3,0.0006,0.1,bf16,3.5515,3.541,34.5
cerebras_1.3B,1.3,502.0,3.913636,35000,14.3,0.0006,0.1,bf16,3.5116,3.5013,33.16
cerebras_1.3B,1.3,516.0,4.025455,36000,14.3,0.0006,0.1,bf16,3.5215,3.5101,33.45
cerebras_1.3B,1.3,530.0,4.137273,37000,14.3,0.0006,0.1,bf16,3.5307,3.511,33.48
cerebras_1.3B,1.3,545.0,4.249091,38000,14.3,0.0006,0.1,bf16,3.4995,3.4765,32.35
cerebras_1.3B,1.3,559.0,4.360909,39000,14.3,0.0006,0.1,bf16,3.4984,3.4749,32.3
cerebras_1.3B,1.3,573.0,4.472727,40000,14.3,0.0006,0.1,bf16,3.4939,3.4807,32.48
cerebras_1.3B,1.3,588.0,4.584545,41000,14.3,0.0006,0.1,bf16,3.4732,3.4531,31.6
cerebras_1.3B,1.3,602.0,4.696364,42000,14.3,0.0006,0.1,bf16,3.4598,3.4498,31.49
cerebras_1.3B,1.3,616.0,4.808182,43000,14.3,0.0006,0.1,bf16,3.4125,3.4198,30.56
cerebras_1.3B,1.3,631.0,4.92,44000,14.3,0.0006,0.1,bf16,3.4374,3.4372,31.1
